Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
cctv lens,42,42,110,8,1.11,https://cctvfactory.com/cables-accessories/camera-lens/,0,0,0,0.67,192,"43, 43, 28, 34, 34, 28, 43, 34, 34, 28, 34, 34",2026-08-09 01:08:01,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
professional cctv systems,47,47,40,51,7.92,https://cctvfactory.com/,0,0,0,0.68,198,"11, 22, 44, 22, 55, 44, 33, 77, 100, 44, 55, 22",2026-08-07 01:27:37,"Sitelinks, Reviews, Video, Ads bottom, Popular products, Related searches, AI overview","commercial, navigational",Organic
cctv distributors,44,44,70,14,5.45,https://cctvfactory.com/,0,0,0,0.23,206,"2, 2, 2, 11, 5, 17, 4, 7, 3, 3, 32, 5",2026-07-11 21:06:53,"Local pack, Reviews, Video, Popular products, Related searches, AI overview",commercial,Organic
4ch nvr hikvision,19,19,50,7,1.14,https://cctvfactory.com/hikvision-4ch-poe-nvr-network-video-recorder/,0,0,0,0.33,173,"35, 50, 78, 100, 21, 14, 14, 14, 14, 21, 14, 14",2026-08-09 08:56:29,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
24v 40 va transformer,23,23,70,13,0.62,https://cctvfactory.com/transformer-24volt-ac-40va/,0,0,0,1,189,"21, 21, 12, 6, 6, 15, 43, 9, 34, 21, 28, 15",2026-07-22 18:17:18,"Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
bnc twist on,41,41,70,4,0.56,https://cctvfactory.com/rg59-twist-on-bnc-connector/,0,0,0,1,171,"64, 11, 11, 11, 11, 64, 64, 82, 52, 41, 41, 41",2026-07-05 19:59:52,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
lpr cameras for sale,48,48,30,18,3.51,https://cctvfactory.com/license-plate-reader-camera/,0,0,0,0.83,189,"11, 11, 17, 17, 11, 11, 11, 23, 23, 17, 11, 11",2026-07-19 22:25:06,"Local pack, Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, AI overview",transactional,Organic
corner camera,27,27,140,5,1.57,https://cctvfactory.com/tamperproof-metal-corner-mount-camera-2-8mm-wide-angle-lens-580tvl-cctv-camera/,0,0,0,0.97,180,"82, 64, 82, 82, 64, 64, 82, 64, 64, 64, 64, 82",2026-07-07 18:24:05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",informational,Organic
bnc to bnc connector,31,31,260,13,0.72,https://cctvfactory.com/bnc-to-bnc-connector/,0,0,0,1,202,"29, 29, 54, 35, 35, 35, 29, 35, 100, 100, 100, 100",2026-08-05 15:37:27,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
sdi camera,43,43,390,21,0.86,https://cctvfactory.com/cameras-dvr-nvr/hd-sdi/,0,0,0,1,215,"66, 54, 54, 66, 44, 66, 44, 54, 54, 44, 66, 54",2026-07-18 00:39:54,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
hdmi 6ft cable,26,26,140,15,0.45,https://cctvfactory.com/6ft-hdmi-cable/,0,0,0,1,202,"11, 18, 11, 18, 11, 11, 15, 18, 18, 35, 100, 18",2026-08-06 20:17:11,"Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
camera kit 4mp 8 ch,46,46,40,0,0,https://cctvfactory.com/8mp-security-system-kit-with-8-x-3-6-mm-fixed-lens-4k-dome/,0,0,0,0.33,1110000,"35, 50, 50, 78, 100, 28, 7, 0, 0, 0, 0, 0",2026-07-12 16:28:56,"Sitelinks, Reviews, Popular products, Related searches",commercial,Organic
16 channel cctv dvr,41,41,30,,2.07,https://cctvfactory.com/16ch-hd-cvi-720p-dvr-with-16-x-hd-cameras-and-1tb-hard-drive-package/,0,0,0,1,183,"9, 0, 36, 45, 36, 36, 36, 18, 18, 18, 18, 18",2026-07-22 15:46:12,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
outdoor industrial cctv systems,71,71,50,27,0,https://cctvfactory.com/,0,0,0,0,180,"0, 0, 0, 9, 27, 81, 100, 100, 100, 81, 63, 81",2026-07-17 07:02:18,"Sitelinks, Reviews, Video, Video Carousel, Popular products, Related searches",commercial,Organic
cct v4,61,61,1000,29,0,https://cctvfactory.com/ultracctv/,0,0,0,0.33,176,"55, 3, 24, 44, 34, 34, 30, 34, 44, 34, 34, 24",2026-08-04 17:30:14,"Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
cct v4,74,74,1000,29,0,https://cctvfactory.com/ultracctv/,0,0,0,0.33,176,"55, 3, 24, 44, 34, 34, 30, 34, 44, 34, 34, 24",2026-08-04 17:30:14,"Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
dwc vstb04bi,49,49,70,6,1.22,https://cctvfactory.com/complete-systems/,0,0,0,0.99,169,"5, 11, 100, 23, 5, 64, 11, 11, 64, 64, 64, 11",2026-08-07 15:53:34,"Knowledge panel, Sitelinks, Video, Ads top, Ads bottom, Related searches",informational,Organic
dwc vstb04bi,53,53,70,6,1.22,https://cctvfactory.com/complete-systems/,0,0,0,0.99,169,"5, 11, 100, 23, 5, 64, 11, 11, 64, 64, 64, 11",2026-08-07 15:53:34,"Knowledge panel, Sitelinks, Video, Ads top, Ads bottom, Related searches",informational,Organic
supplier cctv,29,29,110,40,3.18,https://cctvfactory.com/,0,0,0,0.13,214,"34, 42, 34, 26, 42, 26, 26, 34, 26, 42, 100, 100",2026-07-30 01:58:03,"Local pack, Sitelinks, Reviews, Video, Popular products, Related searches, AI overview",commercial,Organic
supplier cctv,45,45,110,40,3.18,https://cctvfactory.com/,0,0,0,0.13,214,"34, 42, 34, 26, 42, 26, 26, 34, 26, 42, 100, 100",2026-07-30 01:58:03,"Local pack, Sitelinks, Reviews, Video, Popular products, Related searches, AI overview",commercial,Organic
outdoor access control,41,41,70,1,0,https://cctvfactory.com/surface-mount-outdoor-access-keypad/,0,0,0,0.99,198,"36, 63, 81, 63, 81, 81, 100, 100, 18, 27, 81, 45",2026-08-13 17:20:52,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches, AI overview",informational,Organic
license plate reader price,46,46,40,18,2.01,https://cctvfactory.com/license-plate-reader-camera/,0,0,0,0.14,189,"28, 28, 100, 100, 100, 100, 28, 28, 28, 57, 28, 28",2026-07-13 11:51:25,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, AI overview",transactional,Organic
security cameras wholesale suppliers,48,48,30,26,5.49,https://cctvfactory.com/,0,0,0,0.78,1280,"7, 7, 11, 11, 15, 11, 15, 15, 11, 7, 7, 7",2026-07-29 06:58:02,"Local pack, Sitelinks, Reviews, Video, Image, Popular products, Related searches",commercial,Organic
cmctv,66,66,90,10,0,https://cctvfactory.com/ultracctv/,0,0,0,0.33,106,"0, 34, 34, 34, 34, 34, 28, 28, 0, 28, 34, 81",2026-06-26 21:41:16,"Knowledge panel, Reviews, Video, People also ask, Related searches",transactional,Organic
does cat5e support poe,56,56,90,4,0,https://cctvfactory.com/ethernet-cable-for-ip-camera-cat5-pre-made-50-feet/,0,0,0,0.33,128,"52, 52, 9, 14, 52, 52, 52, 33, 33, 33, 33, 52",2026-06-26 04:28:18,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
hd ip camera,41,41,170,13,1.65,https://cctvfactory.com/security-camera-recorder/ip-hd-cameras-nvr/ip-hd-cameras/,0,0,0,0.53,219,"18, 15, 18, 28, 44, 23, 28, 23, 23, 11, 100, 35",2026-07-03 10:29:15,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
cctv suppliers,42,42,140,18,3.18,https://cctvfactory.com/,0,0,0,0.13,201,"22, 22, 29, 18, 35, 18, 14, 22, 14, 14, 54, 54",2026-07-07 10:04:16,"Local pack, Sitelinks, Video, Ads top, Popular products, Related searches, Ads middle",commercial,Organic
2.4 ghz wireless receiver,13,13,50,16,0,https://cctvfactory.com/2-watt-high-power-2-4ghz-wireless-sender-receiver-for-cctv-security-camera-video-and-audio/,0,0,0,0.33,192,"9, 9, 9, 9, 9, 9, 66, 52, 9, 9, 52, 9",2026-08-12 19:13:28,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
bnc-2120,58,58,70,10,0,https://cctvfactory.com/cables-accessories/new-category/,0,0,0,0.99,171,"0, 0, 0, 41, 41, 100, 29, 52, 64, 41, 52, 52",2026-08-12 01:22:26,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches",commercial,Organic
hdmi 25,28,28,50,11,0.45,https://cctvfactory.com/25ft-hdmi-cable/,0,0,0,0.96,202,"33, 33, 100, 100, 77, 77, 77, 44, 77, 77, 44, 22",2026-06-27 17:04:15,"Sitelinks, Reviews, Video, Image, Popular products, Related searches, AI overview",commercial,Organic
hdmi 25,32,32,50,11,0.45,https://cctvfactory.com/25ft-hdmi-cable/,0,0,0,0.96,202,"33, 33, 100, 100, 77, 77, 77, 44, 77, 77, 44, 22",2026-06-27 17:04:15,"Sitelinks, Reviews, Video, Image, Popular products, Related searches, AI overview",commercial,Organic
smart ai camera,12,12,50,21,2.04,https://cctvfactory.com/cameras-dvr-nvr/ai/,0,0,0,0.72,175,"17, 17, 64, 41, 52, 52, 23, 23, 23, 11, 29, 29",2026-07-22 05:30:37,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
camera ip nvr,9,9,170,18,1.9,https://cctvfactory.com/security-camera-recorder/ip-hd-cameras-nvr/,0,0,0,0.51,178,"67, 76, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-07-04 02:00:57,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
nvr poe 2mp 4ch,12,12,50,8,0,https://cctvfactory.com/hikvision-4ch-poe-nvr-network-video-recorder/,0,0,0,0.33,166,"35, 50, 50, 78, 100, 28, 14, 14, 14, 14, 14, 14",2026-07-13 00:38:43,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches",commercial,Organic
hdmi 25' cable,35,35,170,17,0.5,https://cctvfactory.com/25ft-hdmi-cable/,0,0,0,1,200,"82, 0, 0, 0, 53, 66, 66, 66, 28, 28, 35, 35",2026-08-10 14:32:37,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
intelligent cameras,6,6,40,44,1.76,https://cctvfactory.com/cameras-dvr-nvr/ai/,0,0,0,0.99,162,"2, 2, 6, 3, 6, 3, 2, 2, 3, 1, 0, 0",2026-07-13 11:26:16,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
24 volt ac transformer,20,20,140,26,0.67,https://cctvfactory.com/transformer-24volt-ac-40va/,0,0,0,0.99,245,"42, 53, 80, 53, 34, 65, 80, 53, 53, 42, 42, 53",2026-07-04 15:36:49,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview",commercial,Organic
poe cable cat5e,27,27,480,11,0.84,https://cctvfactory.com/100-feet-high-speed-ethernet-network-cable-for-ip-poe-camera-cat5-pre-made/,0,0,0,0.23,194,"19, 54, 19, 19, 44, 54, 81, 67, 100, 81, 100, 81",2026-07-31 07:26:44,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
nvr hikvision 4 channel,19,19,50,18,0.56,https://cctvfactory.com/hikvision-4ch-poe-nvr-network-video-recorder/,0,0,0,0.16,204,"14, 0, 35, 21, 78, 100, 35, 35, 28, 50, 50, 35",2026-08-07 03:59:47,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
centralized cctv,49,49,40,11,0,https://cctvfactory.com/,0,0,0,0.54,103,"14, 78, 14, 14, 14, 78, 100, 14, 14, 14, 14, 14",2026-07-08 08:49:35,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Ads middle, AI overview",informational,Organic
recorder cctv 4mp nvr,19,19,50,8,0,https://cctvfactory.com/security-camera-recorder/ip-hd-cameras-nvr/network-video-recorders-nvr/,0,0,0,0.33,548,"35, 35, 50, 100, 78, 28, 14, 14, 14, 14, 14, 14",2026-07-13 02:19:31,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches",commercial,Organic
cctv camera 2mp pal ahd,12,12,40,10,0,https://cctvfactory.com/ahd-megapixels-720p-analog-960h-ntsc-pal-switchable-with-3-6mm-wide-angle-lens-24-leds-night-vision-weatherproof-dome-camera-grey/,0,0,0,0.33,180,"18, 18, 63, 63, 100, 18, 18, 18, 18, 18, 18, 18",2026-07-15 15:36:54,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, AI overview",commercial,Organic
60 inch plasma screen,27,27,90,21,0.24,https://cctvfactory.com/fits-30-to-60-inches-plasma-lcd-tv-maximum-load-up-to-110lbs/,0,0,0,0.53,172,"35, 35, 50, 50, 64, 64, 50, 100, 64, 50, 64, 64",2026-07-23 18:41:34,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches",commercial,Organic
nt98321 embedded linux,15,15,70,1,0,https://cctvfactory.com/64-ch-embedded-linux-nvr-12m-recording-2-4k-hdmi-1-vga-output-h-265-8-hdd-bays-2-rj-45-port/,0,0,0,0,568,100,2026-08-01 06:55:47,"Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
jack power cctv,53,53,50,2,0,https://cctvfactory.com/cables-accessories/new-category/,0,0,0,0.86,206,"14, 14, 14, 100, 14, 100, 64, 14, 78, 64, 14, 14",2026-07-09 14:57:28,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
stand alone controller,62,62,50,4,0.57,https://cctvfactory.com/all-in-one-standalone-central-control-machine-no-pc-required/,0,0,0,1,190,"11, 11, 3, 11, 11, 0, 11, 1, 15, 11, 1, 18",2026-08-01 00:34:00,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
hikvision 8 ch nvr price,34,34,40,12,0,https://cctvfactory.com/hikvision-8ch-poe-8mp-4k-nvr-network-video-recorder/,0,0,0,0.14,97,"82, 100, 11, 0, 11, 11, 0, 11, 11, 11, 0, 11",2026-06-24 23:48:47,"Sitelinks, Reviews, Video, Related searches, AI overview",commercial,Organic
rim exit device,83,83,1300,9,4.13,https://cctvfactory.com/rim-type-exit-device/,0,0,0,1,198,"76, 76, 100, 100, 100, 100, 76, 76, 76, 76, 76, 100",2026-07-14 01:54:55,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
waterproof hd ip camera model oc432,23,23,70,5,0,https://cctvfactory.com/security-camera-recorder/ip-hd-cameras-nvr/ip-hd-cameras/,0,0,0,0.05,214,"14, 14, 78, 14, 78, 14, 100, 14, 14, 78, 78, 50",2026-08-09 05:47:47,"Sitelinks, Reviews, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
25 hdmi,33,33,90,24,0.5,https://cctvfactory.com/25ft-hdmi-cable/,0,0,0,0.68,194,"81, 100, 81, 81, 100, 81, 63, 63, 63, 63, 100, 100",2026-08-17 04:41:44,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches",commercial,Organic
164cm tv,33,33,260,17,0,https://cctvfactory.com/fits-30-to-63-inches-plasma-lcd-tv-maximum-load-up-to-165lbs/,0,0,0,0.01,117,"35, 66, 29, 22, 29, 43, 54, 54, 66, 66, 81, 100",2026-07-07 08:52:20,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
gv video,15,15,50,14,0,https://cctvfactory.com/gv-video-server/,0,0,0,0.33,104,"14, 14, 14, 14, 14, 78, 100, 78, 14, 14, 14, 14",2026-08-17 16:42:38,"Video, Video Carousel, AI overview",informational,Organic
cat5 poe cable,26,26,390,19,0.84,https://cctvfactory.com/100-feet-high-speed-ethernet-network-cable-for-ip-poe-camera-cat5-pre-made/,0,0,0,0.23,201,"23, 23, 15, 23, 15, 54, 12, 10, 100, 81, 100, 81",2026-07-31 07:13:25,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
6 ft hdmi cord,28,28,170,14,0.45,https://cctvfactory.com/6ft-hdmi-cable/,0,0,0,1,181,"34, 34, 43, 28, 28, 53, 65, 53, 43, 100, 100, 34",2026-08-17 15:43:31,"Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
dvr spy camera,19,19,70,6,0.63,https://cctvfactory.com/security-camera/spy-cameras/,0,0,0,0.97,199,"35, 12, 35, 12, 12, 12, 12, 17, 10, 10, 17, 17",2026-08-17 15:59:53,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
cctvcctv,25,25,70,63,4.28,https://cctvfactory.com/,0,0,0,0.24,1390000,"0, 100, 0, 0, 6, 8, 0, 0, 0, 0, 0, 0",2026-06-25 10:06:35,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
cctvcctv,77,77,70,63,4.28,https://cctvfactory.com/ultracctv/,0,0,0,0.24,1390000,"0, 100, 0, 0, 6, 8, 0, 0, 0, 0, 0, 0",2026-06-25 10:06:35,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
how much does 42 inch tv weigh,68,68,40,19,0,https://cctvfactory.com/fits-13-to-42-inches-plasma-lcd-tv-maximum-load-up-to-44lbs/,0,0,0,0.33,108,"64, 64, 23, 11, 11, 11, 11, 11, 11, 11, 11, 11",2026-07-28 18:49:04,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
lpr reader camera,63,63,30,19,3.74,https://cctvfactory.com/license-plate-reader-camera/,0,0,0,0.27,206,"33, 22, 77, 77, 22, 100, 33, 22, 22, 22, 22, 22",2026-06-30 19:05:09,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Ads middle, AI overview","commercial, informational",Organic
high definition ip camera,26,26,140,11,1.17,https://cctvfactory.com/security-camera-recorder/ip-hd-cameras-nvr/ip-hd-cameras/,0,0,0,0.76,196,"12, 17, 35, 35, 35, 23, 2, 17, 28, 100, 43, 23",2026-08-13 06:01:13,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
high definition ip camera,29,29,140,11,1.17,https://cctvfactory.com/security-camera-recorder/ip-hd-cameras-nvr/ip-hd-cameras/,0,0,0,0.76,196,"12, 17, 35, 35, 35, 23, 2, 17, 28, 100, 43, 23",2026-08-13 06:01:13,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
license plate capture cameras,63,63,590,27,3.92,https://cctvfactory.com/license-plate-reader-camera/,0,0,0,0.48,185,"8, 20, 3, 36, 4, 8, 2, 13, 100, 24, 20, 20",2026-07-10 08:53:43,"Sitelinks, Reviews, Video, Video Carousel, Popular products, Related searches, AI overview",commercial,Organic
cms v40bk,39,39,50,16,0,https://cctvfactory.com/electronics/,0,0,0,0.41,93,"0, 0, 4, 4, 0, 9, 66, 9, 80, 9, 52, 100",2026-08-16 08:05:13,"Sitelinks, Reviews, Video, AI overview",informational,Organic
100 foot cat5e ethernet cable,50,50,90,8,0.6,https://cctvfactory.com/100-feet-high-speed-ethernet-network-cable-for-ip-poe-camera-cat5-pre-made/,0,0,0,1,199,"4, 4, 4, 14, 35, 100, 8, 2, 18, 14, 8, 6",2026-07-12 12:59:00,"Sitelinks, Reviews, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
bnc t-connector,41,41,40,4,0.9,https://cctvfactory.com/bnc-t-adapter/,0,0,0,1,195,"0, 0, 4, 4, 14, 52, 19, 19, 23, 23, 33, 23",2026-07-21 01:55:20,"Sitelinks, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
capture advance tech support,58,58,40,0,0,https://cctvfactory.com/support/,0,0,0,0,110,"0, 57, 100, 71, 57, 71, 42, 42, 42, 14, 57, 28",2026-07-15 13:54:57,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
capture advance tech support,59,59,40,0,0,https://cctvfactory.com/support/,0,0,0,0,110,"0, 57, 100, 71, 57, 71, 42, 42, 42, 14, 57, 28",2026-07-15 13:54:57,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
lpr camera supplier,82,82,40,10,0,https://cctvfactory.com/license-plate-reader-camera/,0,0,0,0,205,"36, 100, 100, 9, 0, 0, 0, 0",2026-08-06 06:08:10,"Sitelinks, Video, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
nvr with ai detection,12,12,40,7,0,https://cctvfactory.com/cameras-dvr-nvr/ai/,0,0,0,1,164,"0, 0, 0, 0, 41, 41, 100, 41, 23, 41, 11, 11",2026-07-12 06:35:19,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
bnc twist connector,43,43,70,2,0.56,https://cctvfactory.com/rg59-twist-on-bnc-connector/,0,0,0,1,189,"77, 77, 77, 55, 77, 77, 77, 77, 100, 77, 77, 77",2026-07-28 05:56:17,"Sitelinks, Reviews, Video, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
lcd tv with wall mount,37,37,40,30,0.34,https://cctvfactory.com/cables-accessories/tv-lcd-mount/,0,0,0,0.88,240,"18, 18, 18, 18, 18, 18, 18, 18, 18, 100, 100, 18",2026-07-21 10:44:07,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
ip camera dvr,30,30,90,20,1.04,https://cctvfactory.com/security-camera-recorder/ip-hd-cameras-nvr/ip-hd-cameras/,0,0,0,0.77,194,"34, 12, 34, 28, 34, 34, 28, 28, 43, 28, 34, 28",2026-07-08 16:09:36,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
hdmi 25 ft cable,27,27,50,24,0.38,https://cctvfactory.com/25ft-hdmi-cable/,0,0,0,1,191,"17, 17, 17, 23, 12, 17, 10, 17, 12, 5, 0, 5",2026-08-07 12:33:39,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches",commercial,Organic
12v 500ma charger,37,37,110,24,0.4,https://cctvfactory.com/dc-power-adaptor-12vdc-500ma-2-1mm/,0,0,0,1,219,"64, 64, 64, 82, 64, 64, 41, 52, 64, 41, 41, 64",2026-06-25 09:51:31,"Image pack, Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
12v 500ma charger,39,39,110,24,0.4,https://cctvfactory.com/dc-power-adaptor-12vdc-500ma-2-1mm/,0,0,0,1,219,"64, 64, 64, 82, 64, 64, 41, 52, 64, 41, 41, 64",2026-06-25 09:51:31,"Image pack, Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
network video recorders,51,51,170,24,1.95,https://cctvfactory.com/security-camera-recorder/ip-hd-cameras-nvr/network-video-recorders-nvr/,0,0,0,0.86,197,"66, 17, 35, 53, 100, 28, 17, 66, 43, 28, 23, 17",2026-07-18 21:13:16,"Sitelinks, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
hdmi 6 feet,28,28,170,12,0.58,https://cctvfactory.com/6ft-hdmi-cable/,0,0,0,0.16,188,"17, 23, 35, 35, 35, 35, 35, 66, 35, 28, 100, 66",2026-07-31 12:55:31,"Sitelinks, Video, Popular products, Related searches, AI overview","commercial, informational",Organic
480tvl,28,28,90,10,0,https://cctvfactory.com/cameras-dvr-nvr/analog-cameras-standard-resolution/,0,0,0,0.33,70000,"42, 42, 42, 26, 34, 53, 34, 42, 34, 26, 53, 7",2026-07-08 08:00:59,"Sitelinks, Video, People also ask, AI overview",informational,Organic
camera ip hd,14,14,170,21,1.65,https://cctvfactory.com/security-camera-recorder/ip-hd-cameras-nvr/ip-hd-cameras/,0,0,0,0.53,200,"15, 11, 15, 66, 35, 18, 18, 18, 18, 18, 100, 35",2026-07-16 16:26:31,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches","commercial, informational",Organic
ip camera wholesale,33,33,30,27,4.64,https://cctvfactory.com/,0,0,0,0.88,168,"11, 11, 11, 11, 11, 29, 41, 52, 17, 11, 11, 11",2026-07-12 04:14:43,"Local pack, Sitelinks, Reviews, Video, Popular products, Related searches, AI overview","commercial, informational",Organic
bnc to vga converter,38,38,90,16,0.4,https://cctvfactory.com/bnc-composite-video-to-vga-converter/,0,0,0,1,196,"28, 17, 23, 28, 23, 28, 23, 17, 28, 28, 23, 28",2026-07-28 05:54:47,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
camera sdi,43,43,210,16,0.86,https://cctvfactory.com/hd-sdi-2-megapixel-box-camera-30fps-real-time-1080p-hdcctv/,0,0,0,1,194,"54, 54, 29, 100, 35, 22, 6, 18, 66, 54, 100, 18",2026-07-20 11:03:18,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview",informational,Organic
4 ports nvr,65,65,40,12,0,https://cctvfactory.com/hikvision-4ch-poe-nvr-network-video-recorder/,0,0,0,0.33,196,"29, 29, 82, 100, 17, 0, 0, 0, 0, 0, 0, 0",2026-08-02 16:57:16,"Sitelinks, Reviews, Video, People also ask, Popular products, Related searches, AI overview",commercial,Organic
hdmi cable 25 ft,22,22,210,16,0.38,https://cctvfactory.com/25ft-hdmi-cable/,0,0,0,1,211,"3, 14, 21, 14, 17, 26, 59, 21, 11, 21, 14, 17",2026-07-03 00:32:06,"Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
camera hd sdi output,49,49,70,18,0.54,https://cctvfactory.com/hd-sdi-2-megapixel-box-camera-30fps-real-time-1080p-hdcctv/,0,0,0,1,195,"100, 77, 44, 100, 100, 77, 77, 55, 55, 77, 77, 77",2026-07-31 10:02:11,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
cctv vendors,49,0,30,20,28.3,https://cctvfactory.com/,0,0,0,0.22,201,"18, 18, 45, 36, 18, 18, 18, 18, 18, 18, 100, 18",2026-08-18 14:25:38,"Local pack, Reviews, Video, People also ask, Popular products, Related searches",commercial,Organic
bnc t connector,53,53,210,5,0.9,https://cctvfactory.com/bnc-t-adapter/,0,0,0,1,187,"17, 17, 17, 21, 32, 21, 17, 21, 17, 21, 26, 21",2026-07-22 11:57:05,"Sitelinks, Video, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
24vdc to 12vdc converter,39,39,260,5,0.77,https://cctvfactory.com/power-converter-convert-24vac-to-12vdc/,0,0,0,1,192,"66, 66, 66, 82, 82, 100, 53, 66, 53, 53, 53, 53",2026-07-06 09:22:38,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
wireless license plate reader camera,54,54,40,16,3.06,https://cctvfactory.com/license-plate-reader-camera/,0,0,0,1,188,"42, 28, 57, 71, 71, 100, 71, 28, 100, 57, 28, 42",2026-06-30 20:30:53,"Sitelinks, Reviews, Video, Image, Ads top, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
